2024-07-07 10:22:21.575  INFO 24005 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8082 (http) with context path ''
2024-07-07 10:22:21.578  INFO 24005 --- [main] com.example.demo.SareetaApplication      : Started SareetaApplication in 4.062 seconds (JVM running for 5.005)
2024-07-07 10:22:38.801  INFO 24005 --- [http-nio-8082-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-07-07 10:22:38.801  INFO 24005 --- [http-nio-8082-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2024-07-07 10:22:38.807  INFO 24005 --- [http-nio-8082-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 6 ms
2024-07-07 10:22:38.944  INFO 24005 --- [http-nio-8082-exec-1] o.h.h.i.QueryTranslatorFactoryInitiator  : HHH000397: Using ASTQueryTranslatorFactory
2024-07-07 10:22:50.637  INFO 24005 --- [http-nio-8082-exec-4] c.e.demo.controllers.UserController      : create user successfully: user =  com.example.demo.model.requests.CreateUserRequest@72f155e9
2024-07-07 10:24:37.406  INFO 24005 --- [http-nio-8082-exec-9] c.e.demo.controllers.ItemController      : create Item successfully: item = com.example.demo.model.persistence.Item@22
2024-07-07 10:25:27.103  INFO 24005 --- [http-nio-8082-exec-10] c.e.demo.controllers.ItemController      : create Item successfully: item = com.example.demo.model.persistence.Item@23
2024-07-07 10:27:29.885 ERROR 24005 --- [http-nio-8082-exec-5] c.e.demo.controllers.UserController      : Find user by username: tony
2024-07-07 11:21:54.587  WARN 24005 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=53m34s783ms).
2024-07-07 12:24:49.219  WARN 24005 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h2m24s269ms).
2024-07-07 12:27:15.514  INFO 24005 --- [Thread-3] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2024-07-07 12:27:15.516  INFO 24005 --- [Thread-3] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-07 12:27:15.519  INFO 24005 --- [Thread-3] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2024-07-07 12:27:15.522  INFO 24005 --- [Thread-3] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2024-07-07 12:27:18.593  INFO 24265 --- [main] com.example.demo.SareetaApplication      : Starting SareetaApplication on Tus-MacBook-Pro.local with PID 24265 (started by tunguyen in /Users/tunguyen/Learning Place/Udacity/JavaDev/FinalProject/udacity-ecommerce/starter_code)
2024-07-07 12:27:18.595  INFO 24265 --- [main] com.example.demo.SareetaApplication      : No active profile set, falling back to default profiles: default
2024-07-07 12:27:19.071  INFO 24265 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data repositories in DEFAULT mode.
2024-07-07 12:27:19.130  INFO 24265 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 51ms. Found 4 repository interfaces.
2024-07-07 12:27:19.627  INFO 24265 --- [main] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$92bf1a95] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-07-07 12:27:19.908  INFO 24265 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8082 (http)
2024-07-07 12:27:19.936  INFO 24265 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2024-07-07 12:27:19.936  INFO 24265 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.19]
2024-07-07 12:27:20.035  INFO 24265 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2024-07-07 12:27:20.035  INFO 24265 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 1387 ms
2024-07-07 12:27:20.189  INFO 24265 --- [main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
